// JOGOS
// Version 1.05
// File Date:2025/07/15 19:05:11
// (C) 2019-2023 JFE Advantech Co., Ltd.

[Format]
FormatVersion=1.00
DataFormat=1
Delimiter=0
Model=JOGOS
Type=INFINITY

[Head]
SondeName=AEM-USB
SondeNo=1919
SensorType=T0R0R1X0Y0B0
SensorType2=030101020202
Channel=6
Comment=Kelompok 13 dan 14
MeasMode=1

PreHeat=3000
Interval=1000
BurstCnt=10
BurstTime=1
WiperInterval=0
DelayTime=0
BuzzerEN=1
BuzzerInterval=1
BuzzerNumber=3
SampleCnt=6950

StartTime=2025/07/15 07:30:00
EndTime=2025/07/15 19:04:09

DepAdjRho=0.0000

ECA=0
ECB=0
ECDeg=0
ECCoef=0.000

CHLA=0
CHLB=0

AlphaData=0.1
BetaData=-3.11

PC_SWA=0
PC_SWB=0
PC_SWC=0
PC_SWD=0

DepthZero=0
StartDepthA=0
StartDepthB=0

FilmNo=

CondDepB=0
DepM=0

FormulaDOM=0
ExplanationDOM=Weiss (1970)

CoefDate=2021/11/11

Ch1=-1.359212e+01,+1.340604e-03,-1.266932e-08,+1.499809e-13,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,
Ch2=-1.247062e+00,-1.303731e-05,+2.376205e-09,-2.434040e-14,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,
Ch3=-1.135576e+00,-2.468658e-05,+2.747151e-09,-2.820625e-14,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,
Ch4=-6.008107e+02,+1.832601e-02,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,
Ch5=-6.050220e+02,+1.845396e-02,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,
Ch6=0.000000000e00,1.152000000e-04,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,

[Item]
Measurement Date/Time,Vel. [cm/sec],Dir. [°],Vel.-NS [cm/sec],Vel.-EW [cm/sec],Temp. [℃],Comp A,Comp B,Compass [°],Vel.-X [cm/sec],Vel.-Y [cm/sec],Batt. [V]
2025/07/15 17:27:09,691.432,243.718,-306.160,-619.955,28.910,0.4,0.9,18.616,-445.26,-443.68,2.90,
2025/07/15 17:28:00,643.666,233.172,-385.822,-515.216,28.899,0.4,0.9,18.527,-336.48,-486.94,2.90,
2025/07/15 17:28:01,707.881,245.439,-294.241,-643.830,28.900,0.4,0.9,18.552,-469.96,-439.99,2.90,
2025/07/15 17:28:02,587.415,247.199,-227.638,-541.514,28.900,0.4,0.9,18.570,-401.33,-353.46,2.90,
2025/07/15 17:28:03,542.174,245.629,-223.724,-493.862,28.899,0.4,0.9,18.584,-360.90,-336.02,2.90,
2025/07/15 17:28:04,739.978,241.301,-355.338,-649.078,28.899,0.4,0.9,18.597,-456.51,-494.63,2.90,
2025/07/15 17:28:05,742.165,243.463,-331.579,-663.976,28.900,0.4,0.9,18.607,-475.88,-478.28,2.90,
2025/07/15 17:28:06,695.608,240.779,-339.581,-607.087,28.901,0.4,0.9,18.605,-424.94,-469.07,2.90,
2025/07/15 17:28:07,563.197,259.254,-105.006,-553.321,28.901,0.4,0.9,18.611,-457.46,-257.31,2.90,
2025/07/15 17:28:08,644.633,251.977,-199.445,-613.004,28.902,0.4,0.9,18.615,-473.81,-352.37,2.90,
2025/07/15 17:28:09,616.314,249.663,-214.198,-577.894,28.904,0.4,0.9,18.622,-437.42,-353.70,2.90,
2025/07/15 17:29:00,878.385,243.355,-393.921,-785.103,28.870,0.4,0.9,18.540,-562.82,-566.47,2.90,
2025/07/15 17:29:01,883.006,243.371,-395.768,-789.346,28.866,0.4,0.9,18.567,-565.68,-569.55,2.90,
2025/07/15 17:29:02,883.106,243.386,-395.615,-789.534,28.862,0.4,0.9,18.580,-565.75,-569.61,2.90,
2025/07/15 17:29:03,883.106,243.402,-395.387,-789.648,28.858,0.4,0.9,18.597,-565.75,-569.61,2.90,
2025/07/15 17:29:04,882.905,243.408,-395.222,-789.507,28.855,0.4,0.9,18.602,-565.62,-569.48,2.90,
2025/07/15 17:29:05,882.648,243.413,-395.040,-789.311,28.853,0.4,0.9,18.607,-565.46,-569.31,2.90,
2025/07/15 17:29:06,882.591,243.417,-394.960,-789.287,28.854,0.4,0.9,18.611,-565.42,-569.28,2.90,
2025/07/15 17:29:07,882.519,243.416,-394.932,-789.220,28.860,0.4,0.9,18.612,-565.37,-569.24,2.90,
2025/07/15 17:29:08,882.491,243.424,-394.814,-789.248,28.863,0.4,0.9,18.619,-565.35,-569.22,2.90,
2025/07/15 17:29:09,882.519,243.420,-394.886,-789.244,28.865,0.4,0.9,18.615,-565.37,-569.24,2.90,
2025/07/15 17:30:00,675.176,238.675,-351.017,-576.758,28.874,0.4,0.9,18.526,-396.79,-470.38,2.90,
2025/07/15 17:30:01,673.721,241.654,-319.880,-592.940,28.874,0.4,0.9,18.555,-418.65,-447.39,2.90,
2025/07/15 17:30:02,719.062,244.786,-306.318,-650.554,28.874,0.4,0.9,18.572,-472.00,-452.41,2.90,
2025/07/15 17:30:03,666.708,244.658,-285.363,-602.550,28.876,0.4,0.9,18.589,-436.55,-420.56,2.90,
2025/07/15 17:30:04,682.053,243.597,-303.297,-610.906,28.877,0.4,0.9,18.592,-438.48,-438.40,2.90,
2025/07/15 17:30:05,566.395,255.021,-146.391,-547.150,28.876,0.4,0.9,18.603,-434.92,-288.76,2.90,
2025/07/15 17:30:06,677.017,243.319,-303.997,-604.928,28.875,0.4,0.9,18.602,-433.05,-437.35,2.90,
2025/07/15 17:30:07,448.272,258.409,-90.070,-439.129,28.873,0.4,0.9,18.607,-360.21,-209.63,2.90,
2025/07/15 17:30:08,689.553,250.407,-231.236,-649.626,28.871,0.4,0.9,18.606,-495.12,-389.61,2.90,
2025/07/15 17:30:09,633.541,250.052,-216.140,-595.531,28.871,0.4,0.9,18.610,-452.42,-360.62,2.90,
2025/07/15 17:31:00,844.684,240.768,-412.500,-737.113,28.870,0.4,0.9,18.528,-516.64,-568.98,2.90,
2025/07/15 17:31:01,472.951,246.555,-188.174,-433.904,28.870,0.4,0.9,18.558,-319.82,-288.00,2.90,
2025/07/15 17:31:02,523.672,253.099,-152.242,-501.053,28.868,0.4,0.9,18.573,-391.49,-278.98,2.90,
2025/07/15 17:31:03,422.522,268.948,-7.759,-422.451,28.866,0.4,0.9,18.583,-382.62,-136.51,2.90,
2025/07/15 17:31:04,575.920,249.225,-204.276,-538.475,28.865,0.4,0.9,18.593,-406.17,-333.25,2.90,
2025/07/15 17:31:05,655.622,246.127,-265.341,-599.529,28.864,0.4,0.9,18.600,-439.93,-402.75,2.90,
2025/07/15 17:31:06,470.727,263.355,-54.467,-467.565,28.862,0.4,0.9,18.605,-401.83,-189.51,2.90,
2025/07/15 17:31:07,624.330,241.326,-299.568,-547.765,28.860,0.4,0.9,18.608,-385.26,-417.23,2.90,
2025/07/15 17:31:08,701.008,245.601,-289.579,-638.401,28.859,0.4,0.9,18.611,-466.21,-434.89,2.90,
2025/07/15 17:31:09,655.303,247.201,-253.933,-604.102,28.861,0.4,0.9,18.612,-447.42,-394.61,2.90,
2025/07/15 17:32:00,478.464,261.973,-66.816,-473.775,28.860,0.4,0.9,18.537,-402.21,-201.10,2.90,
2025/07/15 17:32:01,645.919,246.185,-260.807,-590.923,28.859,0.4,0.9,18.561,-434.12,-396.07,2.90,
2025/07/15 17:32:02,701.942,239.984,-351.146,-607.799,28.860,0.4,0.9,18.581,-422.63,-479.33,2.90,
2025/07/15 17:32:03,698.418,240.350,-345.503,-606.972,28.858,0.4,0.9,18.588,-423.38,-474.15,2.90,
2025/07/15 17:32:04,608.001,245.982,-247.467,-555.360,28.858,0.4,0.9,18.601,-406.99,-374.50,2.90,
2025/07/15 17:32:05,415.416,269.907,-0.674,-415.416,28.856,0.4,0.9,18.607,-379.49,-128.45,2.90,
2025/07/15 17:32:06,549.314,257.664,-117.362,-536.630,28.854,0.4,0.9,18.611,-437.10,-262.09,2.90,
2025/07/15 17:32:07,476.328,261.024,-74.315,-470.495,28.853,0.4,0.9,18.611,-395.52,-206.66,2.90,
2025/07/15 17:32:08,703.281,243.598,-312.721,-629.928,28.853,0.4,0.9,18.618,-451.93,-452.24,2.90,
2025/07/15 17:32:09,590.125,252.556,-176.902,-562.986,28.852,0.4,0.9,18.622,-437.40,-318.56,2.90,
2025/07/15 17:33:00,824.333,239.257,-421.394,-708.486,28.842,0.4,0.9,18.546,-489.77,-569.20,2.90,
2025/07/15 17:33:01,821.629,240.465,-405.032,-714.860,28.844,0.4,0.9,18.563,-499.38,-556.52,2.90,
2025/07/15 17:33:02,830.501,240.947,-403.311,-725.997,28.844,0.4,0.9,18.582,-509.14,-558.28,2.90,
2025/07/15 17:33:03,828.299,240.445,-408.564,-720.524,28.844,0.4,0.9,18.596,-502.93,-561.53,2.90,
2025/07/15 17:33:04,829.305,240.601,-407.102,-722.506,28.846,0.4,0.9,18.607,-504.91,-560.88,2.90,
2025/07/15 17:33:05,830.134,241.073,-401.529,-726.565,28.845,0.4,0.9,18.607,-509.88,-557.10,2.90,
2025/07/15 17:33:06,835.701,240.828,-407.344,-729.703,28.844,0.4,0.9,18.604,-510.99,-563.08,2.90,
2025/07/15 17:33:07,830.403,240.616,-407.441,-723.574,28.844,0.4,0.9,18.550,-506.27,-560.95,2.90,
2025/07/15 17:33:08,828.047,240.723,-404.940,-722.278,28.843,0.4,0.9,18.623,-505.15,-559.05,2.90,
2025/07/15 17:33:09,829.676,241.231,-399.302,-727.269,28.842,0.4,0.9,18.634,-510.83,-555.58,2.90,
2025/07/15 17:34:00,659.435,124.181,-370.480,545.526,28.823,-1.0,-0.2,255.275,-452.55,-394.70,2.90,
2025/07/15 17:34:01,750.352,121.197,-388.675,641.842,28.827,-1.0,-0.2,255.315,-489.76,-474.90,2.90,
2025/07/15 17:34:02,737.096,119.512,-363.094,641.462,28.829,-1.0,-0.2,255.347,-466.90,-480.72,2.90,
2025/07/15 17:34:03,665.362,122.538,-357.869,560.924,28.834,-1.0,-0.2,255.353,-443.94,-411.31,2.90,
2025/07/15 17:34:04,542.102,128.714,-339.047,422.991,28.835,-1.0,-0.2,255.363,-398.38,-296.40,2.90,
2025/07/15 17:34:05,577.117,134.994,-408.038,408.129,28.836,-1.0,-0.2,255.370,-462.67,-271.19,2.90,
2025/07/15 17:34:06,701.071,123.572,-387.682,584.126,28.838,-1.0,-0.2,255.369,-475.68,-425.26,2.90,
2025/07/15 17:34:07,464.640,136.335,-336.115,320.807,28.838,-1.0,-0.2,255.380,-378.90,-210.42,2.90,
2025/07/15 17:34:08,666.299,125.440,-386.349,542.852,28.838,-1.0,-0.2,255.379,-465.73,-389.96,2.90,
2025/07/15 17:34:09,664.160,124.871,-379.725,544.902,28.840,-1.0,-0.2,255.379,-460.09,-393.06,2.90,
2025/07/15 17:35:00,144.428,163.278,-138.321,41.556,28.808,-1.0,-0.2,255.259,-144.27,-4.99,2.90,
2025/07/15 17:35:01,882.290,120.124,-442.801,763.127,28.804,-1.0,-0.2,255.312,-565.29,-569.02,2.90,
2025/07/15 17:35:02,882.390,120.138,-443.034,763.108,28.800,-1.0,-0.2,255.329,-565.33,-569.11,2.90,
2025/07/15 17:35:03,882.405,120.155,-443.262,762.992,28.799,-1.0,-0.2,255.346,-565.33,-569.13,2.90,
2025/07/15 17:35:04,882.519,120.158,-443.360,763.067,28.796,-1.0,-0.2,255.349,-565.40,-569.20,2.90,
2025/07/15 17:35:05,882.533,120.167,-443.492,763.007,28.797,-1.0,-0.2,255.360,-565.40,-569.22,2.90,
2025/07/15 17:35:06,882.490,120.171,-443.524,762.939,28.800,-1.0,-0.2,255.363,-565.39,-569.18,2.90,
2025/07/15 17:35:07,882.405,120.189,-443.721,762.725,28.804,-1.0,-0.2,255.381,-565.33,-569.13,2.90,
2025/07/15 17:35:08,882.405,120.189,-443.714,762.729,28.806,-1.0,-0.2,255.380,-565.33,-569.13,2.90,
2025/07/15 17:35:09,882.376,120.192,-443.741,762.680,28.812,-1.0,-0.2,255.383,-565.31,-569.11,2.90,
2025/07/15 17:36:00,16.024,161.258,-15.175,5.149,28.831,-1.0,-0.2,255.260,-15.95,-1.12,2.90,
2025/07/15 17:36:01,882.118,120.136,-442.865,762.891,28.834,-1.0,-0.2,255.318,-565.24,-568.85,2.90,
2025/07/15 17:36:02,882.419,120.145,-443.137,763.081,28.834,-1.0,-0.2,255.336,-565.35,-569.13,2.90,
2025/07/15 17:36:03,882.519,120.169,-443.511,762.980,28.834,-1.0,-0.2,255.361,-565.40,-569.20,2.90,
2025/07/15 17:36:04,882.476,120.182,-443.662,762.842,28.833,-1.0,-0.2,255.375,-565.37,-569.18,2.90,
2025/07/15 17:36:05,882.676,120.178,-443.708,763.047,28.830,-1.0,-0.2,255.370,-565.50,-569.31,2.90,
2025/07/15 17:36:06,882.562,120.170,-443.541,763.012,28.827,-1.0,-0.2,255.362,-565.42,-569.24,2.90,
2025/07/15 17:36:07,882.533,120.158,-443.377,763.074,28.826,-1.0,-0.2,255.351,-565.40,-569.22,2.90,
2025/07/15 17:36:08,882.505,120.176,-443.602,762.910,28.822,-1.0,-0.2,255.369,-565.39,-569.20,2.90,
2025/07/15 17:36:09,881.819,120.424,-446.546,760.395,28.818,-1.0,-0.2,255.622,-564.89,-568.82,2.90,
2025/07/15 17:37:00,679.367,118.299,-322.068,598.174,28.821,-1.0,-0.2,255.258,-421.71,-451.58,2.90,
2025/07/15 17:37:01,609.842,128.238,-377.448,478.999,28.821,-1.0,-0.2,255.265,-445.66,-336.17,2.90,
2025/07/15 17:37:02,610.679,124.726,-347.871,501.910,28.822,-1.0,-0.2,255.289,-422.66,-361.80,2.90,
2025/07/15 17:37:03,476.914,139.957,-365.109,306.827,28.823,-1.0,-0.2,255.298,-406.68,-192.59,2.90,
2025/07/15 17:37:04,659.754,118.628,-316.098,579.101,28.825,-1.0,-0.2,255.301,-411.67,-436.45,2.90,
2025/07/15 17:37:05,536.465,126.095,-316.043,433.488,28.825,-1.0,-0.2,255.312,-379.23,-309.48,2.90,
2025/07/15 17:37:06,707.571,124.491,-400.678,583.193,28.825,-1.0,-0.2,255.311,-487.72,-421.29,2.90,
2025/07/15 17:37:07,612.527,126.342,-362.988,493.385,28.824,-1.0,-0.2,255.322,-434.59,-351.67,2.90,
2025/07/15 17:37:08,643.164,133.790,-445.084,464.284,28.824,-1.0,-0.2,255.322,-507.84,-311.59,2.90,
2025/07/15 17:37:09,737.033,126.135,-434.621,595.250,28.824,-1.0,-0.2,255.324,-521.24,-424.95,2.90,
2025/07/15 17:38:00,576.690,125.741,-336.859,468.078,28.800,-1.0,-0.2,255.236,-405.91,-334.54,2.90,
2025/07/15 17:38:01,502.093,130.326,-324.921,382.784,28.799,-1.0,-0.2,255.280,-378.17,-264.34,2.90,
2025/07/15 17:38:02,535.320,127.625,-326.811,423.983,28.800,-1.0,-0.2,255.296,-387.46,-299.15,2.90,
2025/07/15 17:38:03,358.923,151.636,-315.835,170.512,28.801,-1.0,-0.2,255.306,-341.55,-83.07,2.90,
2025/07/15 17:38:04,157.431,157.789,-145.749,59.512,28.803,-1.0,-0.2,255.312,-155.03,-20.47,2.90,
2025/07/15 17:38:05,65.262,164.526,-62.897,17.412,28.805,-1.0,-0.2,255.312,-65.25,-0.89,2.90,
2025/07/15 17:38:06,881.847,120.137,-442.750,762.644,28.809,-1.0,-0.2,255.326,-565.00,-568.74,2.90,
2025/07/15 17:38:07,882.090,120.148,-443.014,762.772,28.811,-1.0,-0.2,255.340,-565.13,-568.93,2.90,
2025/07/15 17:38:08,882.161,120.154,-443.133,762.786,28.813,-1.0,-0.2,255.347,-565.17,-568.98,2.90,
2025/07/15 17:38:09,882.305,120.162,-443.314,762.846,28.815,-1.0,-0.2,255.355,-565.26,-569.07,2.90,
2025/07/15 17:39:00,331.882,165.474,-321.273,83.243,28.793,-1.0,-0.2,255.224,-331.88,1.45,2.90,
2025/07/15 17:39:01,872.043,120.441,-441.817,751.836,28.790,-1.0,-0.2,255.265,-562.29,-558.85,2.90,
2025/07/15 17:39:02,882.347,120.100,-442.505,763.365,28.787,-1.0,-0.2,255.292,-565.29,-569.09,2.90,
2025/07/15 17:39:03,882.405,120.107,-442.629,763.359,28.784,-1.0,-0.2,255.299,-565.33,-569.13,2.90,
2025/07/15 17:39:04,882.390,120.109,-442.645,763.334,28.783,-1.0,-0.2,255.301,-565.31,-569.13,2.90,
2025/07/15 17:39:05,882.591,120.126,-442.978,763.372,28.780,-1.0,-0.2,255.319,-565.44,-569.26,2.90,
2025/07/15 17:39:06,882.390,120.148,-443.165,763.032,28.780,-1.0,-0.2,255.341,-565.31,-569.13,2.90,
2025/07/15 17:39:07,882.419,120.136,-443.023,763.148,28.781,-1.0,-0.2,255.329,-565.33,-569.15,2.90,
2025/07/15 17:39:08,882.390,120.135,-442.995,763.130,28.781,-1.0,-0.2,255.328,-565.31,-569.13,2.90,
2025/07/15 17:39:09,882.362,120.143,-443.083,763.046,28.780,-1.0,-0.2,255.335,-565.29,-569.11,2.90,
2025/07/15 17:40:00,627.414,123.829,-349.290,521.195,28.804,-1.0,-0.2,255.250,-428.31,-377.89,2.90,
2025/07/15 17:40:01,554.004,126.900,-332.633,443.030,28.804,-1.0,-0.2,255.296,-396.60,-314.30,2.90,
2025/07/15 17:40:02,713.692,119.080,-346.873,623.727,28.805,-1.0,-0.2,255.316,-448.85,-468.65,2.90,
2025/07/15 17:40:03,716.001,116.070,-314.665,643.151,28.805,-1.0,-0.2,255.326,-425.69,-494.13,2.90,
2025/07/15 17:40:04,683.301,108.811,-220.329,646.804,28.808,-1.0,-0.2,255.336,-347.47,-525.47,2.90,
2025/07/15 17:40:05,561.734,101.709,-114.003,550.044,28.805,-1.0,-0.2,255.342,-234.62,-473.32,2.90,
2025/07/15 17:40:06,644.442,131.519,-427.176,482.521,28.804,-1.0,-0.2,255.346,-493.16,-330.48,2.90,
2025/07/15 17:40:07,127.197,150.119,-110.287,63.370,28.804,-1.0,-0.2,255.341,-119.66,-32.56,2.90,
2025/07/15 17:40:08,743.934,125.896,-436.179,602.649,28.802,-1.0,-0.2,255.349,-523.97,-431.20,2.90,
2025/07/15 17:40:09,882.119,120.167,-443.287,762.646,28.801,-1.0,-0.2,255.359,-565.15,-568.94,2.90,
2025/07/15 17:41:00,83.503,74.713,22.016,80.548,28.758,-1.0,-0.2,255.309,0.87,-83.49,2.90,
2025/07/15 17:41:01,783.223,125.051,-449.810,641.178,28.759,-1.0,-0.2,255.141,-546.16,-459.75,2.90,
2025/07/15 17:41:02,882.877,120.127,-443.127,763.617,28.760,-1.0,-0.2,255.319,-565.62,-569.44,2.90,
2025/07/15 17:41:03,882.219,120.139,-442.957,762.954,28.763,-1.0,-0.2,255.333,-565.18,-569.04,2.90,
2025/07/15 17:41:04,882.548,120.131,-443.019,763.299,28.766,-1.0,-0.2,255.325,-565.40,-569.24,2.90,
2025/07/15 17:41:05,882.390,120.131,-442.939,763.163,28.769,-1.0,-0.2,255.324,-565.31,-569.13,2.90,
2025/07/15 17:41:06,883.091,120.136,-443.354,763.732,28.770,-1.0,-0.2,255.329,-565.75,-569.59,2.90,
2025/07/15 17:41:07,875.250,119.797,-434.940,759.532,28.774,-1.0,-0.2,255.315,-557.54,-567.71,2.90,
2025/07/15 17:41:08,852.200,120.271,-429.591,736.000,28.776,-1.0,-0.2,255.322,-547.34,-548.29,2.90,
2025/07/15 17:41:09,882.433,120.142,-443.113,763.111,28.777,-1.0,-0.2,255.336,-565.33,-569.17,2.90,
2025/07/15 17:42:00,574.837,121.389,-299.397,490.712,28.778,-1.0,-0.2,255.232,-376.96,-362.04,2.90,
2025/07/15 17:42:01,526.663,139.441,-400.126,342.451,28.779,-1.0,-0.2,255.280,-446.52,-216.23,2.90,
2025/07/15 17:42:02,691.836,123.992,-386.785,573.615,28.778,-1.0,-0.2,255.300,-473.15,-415.80,2.90,
2025/07/15 17:42:03,604.340,119.732,-299.717,524.782,28.779,-1.0,-0.2,255.296,-384.66,-392.30,2.90,
2025/07/15 17:42:04,522.439,108.518,-165.932,495.388,28.779,-1.0,-0.2,255.290,-264.09,-403.14,2.90,
2025/07/15 17:42:05,480.938,136.413,-348.360,331.582,28.781,-1.0,-0.2,255.293,-393.01,-216.77,2.90,
2025/07/15 17:42:06,694.609,117.462,-320.323,616.340,28.781,-1.0,-0.2,255.304,-424.20,-468.52,2.90,
2025/07/15 17:42:07,722.808,123.625,-400.257,601.868,28.784,-1.0,-0.2,255.307,-491.35,-437.50,2.90,
2025/07/15 17:42:08,594.951,124.180,-334.242,492.188,28.785,-1.0,-0.2,255.303,-408.11,-356.30,2.90,
2025/07/15 17:42:09,469.218,148.439,-399.815,245.588,28.784,-1.0,-0.2,255.306,-435.60,-132.07,2.90,
2025/07/15 17:43:00,632.542,114.129,-258.580,577.274,28.759,-1.0,-0.3,252.046,-385.75,-427.18,2.90,
2025/07/15 17:43:01,806.363,115.250,-343.971,729.319,28.757,-0.9,-0.4,244.948,-565.77,-469.68,2.90,
2025/07/15 17:43:02,882.834,110.118,-303.650,828.970,28.754,-0.9,-0.4,245.308,-565.62,-569.39,2.90,
2025/07/15 17:43:03,882.834,110.080,-303.103,829.171,28.755,-0.9,-0.4,245.272,-565.61,-569.41,2.90,
2025/07/15 17:43:04,882.991,110.123,-303.778,829.091,28.757,-0.9,-0.4,245.314,-565.72,-569.50,2.90,
2025/07/15 17:43:05,882.948,110.239,-305.442,828.434,28.758,-0.9,-0.4,245.431,-565.68,-569.48,2.90,
2025/07/15 17:43:06,844.939,108.705,-270.975,800.309,28.759,-0.9,-0.4,245.435,-526.68,-559.48,2.90,
2025/07/15 17:43:07,882.562,110.227,-305.133,828.137,28.759,-0.9,-0.4,245.423,-565.39,-569.28,2.90,
2025/07/15 17:43:08,882.920,110.245,-305.528,828.372,28.762,-0.9,-0.4,245.437,-565.66,-569.46,2.90,
2025/07/15 17:43:09,882.705,110.252,-305.549,828.135,28.764,-0.9,-0.4,245.443,-565.53,-569.31,2.90,
2025/07/15 17:44:00,294.354,108.519,-93.493,279.111,28.772,-0.9,-0.4,245.202,-183.64,-194.75,2.90,
2025/07/15 17:44:01,474.698,123.528,-262.197,395.716,28.773,-0.9,-0.4,245.226,-373.99,-230.96,2.90,
2025/07/15 17:44:02,882.805,110.051,-302.672,829.297,28.773,-0.9,-0.4,245.243,-565.59,-569.39,2.90,
2025/07/15 17:44:03,882.762,110.064,-302.855,829.185,28.772,-0.9,-0.4,245.257,-565.55,-569.37,2.90,
2025/07/15 17:44:04,882.648,110.072,-302.931,829.036,28.771,-0.9,-0.4,245.265,-565.48,-569.30,2.90,
2025/07/15 17:44:05,882.819,110.080,-303.105,829.155,28.770,-0.9,-0.4,245.273,-565.59,-569.41,2.90,
2025/07/15 17:44:06,882.562,110.074,-302.921,828.948,28.769,-0.9,-0.4,245.266,-565.42,-569.24,2.90,
2025/07/15 17:44:07,882.519,110.074,-302.913,828.905,28.769,-0.9,-0.4,245.268,-565.39,-569.22,2.90,
2025/07/15 17:44:08,882.491,110.083,-303.032,828.831,28.769,-0.9,-0.4,245.277,-565.37,-569.20,2.90,
2025/07/15 17:44:09,882.519,110.086,-303.090,828.840,28.767,-0.9,-0.4,245.280,-565.39,-569.22,2.90,
2025/07/15 17:45:00,4.330,238.200,-2.281,-3.680,28.722,-0.9,-0.4,245.191,-0.52,4.27,2.90,
2025/07/15 17:45:01,882.619,110.046,-302.534,829.150,28.728,-0.9,-0.4,245.235,-565.50,-569.24,2.90,
2025/07/15 17:45:02,882.633,110.066,-302.838,829.054,28.735,-0.9,-0.4,245.258,-565.48,-569.28,2.90,
2025/07/15 17:45:03,882.777,110.071,-302.955,829.164,28.740,-0.9,-0.4,245.263,-565.57,-569.37,2.90,
2025/07/15 17:45:04,882.705,110.078,-303.026,829.062,28.742,-0.9,-0.4,245.270,-565.51,-569.33,2.90,
2025/07/15 17:45:05,882.719,110.052,-302.661,829.210,28.744,-0.9,-0.4,245.244,-565.53,-569.33,2.90,
2025/07/15 17:45:06,882.891,110.053,-302.740,829.364,28.746,-0.9,-0.4,245.245,-565.64,-569.44,2.90,
2025/07/15 17:45:07,882.834,110.049,-302.659,829.333,28.746,-0.9,-0.4,245.241,-565.61,-569.41,2.90,
2025/07/15 17:45:08,882.734,110.072,-302.959,829.117,28.745,-0.9,-0.4,245.265,-565.53,-569.35,2.90,
2025/07/15 17:45:09,882.719,110.083,-303.110,829.046,28.745,-0.9,-0.4,245.275,-565.53,-569.33,2.90,
2025/07/15 17:46:00,2.894,229.073,-1.896,-2.187,28.760,-0.9,-0.4,245.174,-0.78,2.70,2.90,
2025/07/15 17:46:01,882.347,110.020,-302.064,829.032,28.761,-0.9,-0.4,245.206,-565.35,-569.04,2.90,
2025/07/15 17:46:02,882.619,110.029,-302.294,829.238,28.762,-0.9,-0.4,245.222,-565.46,-569.28,2.90,
2025/07/15 17:46:03,882.591,110.039,-302.427,829.159,28.762,-0.9,-0.4,245.232,-565.44,-569.26,2.90,
2025/07/15 17:46:04,882.662,110.045,-302.546,829.191,28.763,-0.9,-0.4,245.237,-565.50,-569.30,2.90,
2025/07/15 17:46:05,882.619,110.048,-302.572,829.136,28.761,-0.9,-0.4,245.241,-565.46,-569.28,2.90,
2025/07/15 17:46:06,882.762,110.047,-302.607,829.276,28.761,-0.9,-0.4,245.240,-565.55,-569.37,2.90,
2025/07/15 17:46:07,882.591,110.044,-302.500,829.132,28.761,-0.9,-0.4,245.237,-565.44,-569.26,2.90,
2025/07/15 17:46:08,882.662,110.043,-302.510,829.204,28.760,-0.9,-0.4,245.235,-565.50,-569.30,2.90,
2025/07/15 17:46:09,882.505,110.042,-302.443,829.061,28.761,-0.9,-0.4,245.235,-565.39,-569.20,2.90,
2025/07/15 17:47:00,559.384,122.748,-302.597,470.474,28.750,-0.9,-0.4,245.168,-436.44,-277.19,2.90,
2025/07/15 17:47:01,457.725,112.347,-174.031,423.350,28.750,-0.9,-0.4,245.203,-305.19,-283.17,2.90,
2025/07/15 17:47:02,624.898,123.129,-341.525,523.314,28.749,-0.9,-0.4,245.175,-490.03,-306.75,2.90,
2025/07/15 17:47:03,681.484,112.788,-263.954,628.291,28.746,-0.9,-0.4,245.148,-458.14,-417.75,2.90,
2025/07/15 17:47:04,664.143,102.869,-147.919,647.462,28.745,-0.9,-0.4,245.154,-371.48,-480.38,2.90,
2025/07/15 17:47:05,526.184,120.207,-264.735,454.736,28.745,-0.9,-0.4,245.177,-396.22,-277.13,2.90,
2025/07/15 17:47:06,626.077,119.611,-309.350,544.312,28.745,-0.9,-0.4,245.195,-467.31,-334.36,2.90,
2025/07/15 17:47:07,739.774,107.967,-228.201,703.698,28.745,-0.9,-0.4,245.169,-457.17,-493.73,2.90,
2025/07/15 17:47:08,622.695,102.027,-129.751,609.027,28.746,-0.9,-0.4,245.170,-341.99,-456.21,2.90,
2025/07/15 17:47:09,586.789,107.672,-178.131,559.098,28.746,-0.9,-0.4,245.173,-360.63,-393.58,2.90,
2025/07/15 17:48:00,676.313,115.010,-285.931,612.897,28.753,-0.9,-0.4,245.088,-471.70,-396.90,2.90,
2025/07/15 17:48:01,656.727,102.807,-145.577,640.388,28.753,-0.9,-0.4,245.120,-367.12,-475.22,2.90,
2025/07/15 17:48:02,681.503,103.796,-162.514,661.842,28.751,-0.9,-0.4,245.139,-388.71,-485.94,2.90,
2025/07/15 17:48:03,502.099,140.196,-385.734,321.424,28.750,-0.9,-0.4,245.143,-473.35,-126.36,2.90,
